 pob,año,sexo,alcaldia,grupo_edad
"48696","2015","Mujeres","Gustavo A. Madero","25-29"
"48043","2016","Mujeres","Gustavo A. Madero","25-29"
"47334","2017","Mujeres","Gustavo A. Madero","25-29"
"46598","2018","Mujeres","Gustavo A. Madero","25-29"
"45842","2019","Mujeres","Gustavo A. Madero","25-29"
"45058","2020","Mujeres","Gustavo A. Madero","25-29"
"44227","2021","Mujeres","Gustavo A. Madero","25-29"
"43369","2022","Mujeres","Gustavo A. Madero","25-29"
"42532","2023","Mujeres","Gustavo A. Madero","25-29"
"41763","2024","Mujeres","Gustavo A. Madero","25-29"
"41109","2025","Mujeres","Gustavo A. Madero","25-29"
"40592","2026","Mujeres","Gustavo A. Madero","25-29"
"40200","2027","Mujeres","Gustavo A. Madero","25-29"
"39918","2028","Mujeres","Gustavo A. Madero","25-29"
"39737","2029","Mujeres","Gustavo A. Madero","25-29"
"39633","2030","Mujeres","Gustavo A. Madero","25-29"
"16005","2015","Mujeres","Iztacalco","25-29"
"15789","2016","Mujeres","Iztacalco","25-29"
"15557","2017","Mujeres","Iztacalco","25-29"
"15320","2018","Mujeres","Iztacalco","25-29"
"15079","2019","Mujeres","Iztacalco","25-29"
"14830","2020","Mujeres","Iztacalco","25-29"
"14567","2021","Mujeres","Iztacalco","25-29"
"14295","2022","Mujeres","Iztacalco","25-29"
"14031","2023","Mujeres","Iztacalco","25-29"
"13789","2024","Mujeres","Iztacalco","25-29"
"13584","2025","Mujeres","Iztacalco","25-29"
"13423","2026","Mujeres","Iztacalco","25-29"
"13301","2027","Mujeres","Iztacalco","25-29"
"13213","2028","Mujeres","Iztacalco","25-29"
"13156","2029","Mujeres","Iztacalco","25-29"
"13121","2030","Mujeres","Iztacalco","25-29"
"80179","2015","Mujeres","Iztapalapa","25-29"
"79497","2016","Mujeres","Iztapalapa","25-29"
"78643","2017","Mujeres","Iztapalapa","25-29"
"77661","2018","Mujeres","Iztapalapa","25-29"
"76565","2019","Mujeres","Iztapalapa","25-29"
"75340","2020","Mujeres","Iztapalapa","25-29"
"73951","2021","Mujeres","Iztapalapa","25-29"
"72432","2022","Mujeres","Iztapalapa","25-29"
"70871","2023","Mujeres","Iztapalapa","25-29"
"69344","2024","Mujeres","Iztapalapa","25-29"
"67928","2025","Mujeres","Iztapalapa","25-29"
"66661","2026","Mujeres","Iztapalapa","25-29"
"65523","2027","Mujeres","Iztapalapa","25-29"
"64489","2028","Mujeres","Iztapalapa","25-29"
"63542","2029","Mujeres","Iztapalapa","25-29"
"62644","2030","Mujeres","Iztapalapa","25-29"
"10338","2015","Mujeres","La Magdalena Contreras","25-29"
"10259","2016","Mujeres","La Magdalena Contreras","25-29"
"10159","2017","Mujeres","La Magdalena Contreras","25-29"
"10043","2018","Mujeres","La Magdalena Contreras","25-29"
"9913","2019","Mujeres","La Magdalena Contreras","25-29"
"9765","2020","Mujeres","La Magdalena Contreras","25-29"
"9597","2021","Mujeres","La Magdalena Contreras","25-29"
"9411","2022","Mujeres","La Magdalena Contreras","25-29"
"9219","2023","Mujeres","La Magdalena Contreras","25-29"
"9030","2024","Mujeres","La Magdalena Contreras","25-29"
"8855","2025","Mujeres","La Magdalena Contreras","25-29"
"8697","2026","Mujeres","La Magdalena Contreras","25-29"
"8555","2027","Mujeres","La Magdalena Contreras","25-29"
"8425","2028","Mujeres","La Magdalena Contreras","25-29"
"8304","2029","Mujeres","La Magdalena Contreras","25-29"
"8188","2030","Mujeres","La Magdalena Contreras","25-29"
"5755","2015","Mujeres","Milpa Alta","25-29"
"5802","2016","Mujeres","Milpa Alta","25-29"
"5828","2017","Mujeres","Milpa Alta","25-29"
"5836","2018","Mujeres","Milpa Alta","25-29"
"5826","2019","Mujeres","Milpa Alta","25-29"
"5794","2020","Mujeres","Milpa Alta","25-29"
"5737","2021","Mujeres","Milpa Alta","25-29"
"5658","2022","Mujeres","Milpa Alta","25-29"
"5559","2023","Mujeres","Milpa Alta","25-29"
"5447","2024","Mujeres","Milpa Alta","25-29"
"5327","2025","Mujeres","Milpa Alta","25-29"
"5201","2026","Mujeres","Milpa Alta","25-29"
"5066","2027","Mujeres","Milpa Alta","25-29"
"4920","2028","Mujeres","Milpa Alta","25-29"
"4759","2029","Mujeres","Milpa Alta","25-29"
"4582","2030","Mujeres","Milpa Alta","25-29"
"32490","2015","Mujeres","Álvaro Obregón","25-29"
"32312","2016","Mujeres","Álvaro Obregón","25-29"
"32064","2017","Mujeres","Álvaro Obregón","25-29"
"31765","2018","Mujeres","Álvaro Obregón","25-29"
"31416","2019","Mujeres","Álvaro Obregón","25-29"
"31006","2020","Mujeres","Álvaro Obregón","25-29"
"30521","2021","Mujeres","Álvaro Obregón","25-29"
"29972","2022","Mujeres","Álvaro Obregón","25-29"
"29390","2023","Mujeres","Álvaro Obregón","25-29"
"28805","2024","Mujeres","Álvaro Obregón","25-29"
"28248","2025","Mujeres","Álvaro Obregón","25-29"
"27733","2026","Mujeres","Álvaro Obregón","25-29"
"27248","2027","Mujeres","Álvaro Obregón","25-29"
"26781","2028","Mujeres","Álvaro Obregón","25-29"
"26322","2029","Mujeres","Álvaro Obregón","25-29"
"25856","2030","Mujeres","Álvaro Obregón","25-29"
"15840","2015","Mujeres","Tláhuac","25-29"
"15777","2016","Mujeres","Tláhuac","25-29"
"15668","2017","Mujeres","Tláhuac","25-29"
"15525","2018","Mujeres","Tláhuac","25-29"
"15350","2019","Mujeres","Tláhuac","25-29"
"15138","2020","Mujeres","Tláhuac","25-29"
"14884","2021","Mujeres","Tláhuac","25-29"
"14593","2022","Mujeres","Tláhuac","25-29"
"14283","2023","Mujeres","Tláhuac","25-29"
"13971","2024","Mujeres","Tláhuac","25-29"
"13669","2025","Mujeres","Tláhuac","25-29"
"13389","2026","Mujeres","Tláhuac","25-29"
"13126","2027","Mujeres","Tláhuac","25-29"
"12872","2028","Mujeres","Tláhuac","25-29"
"12627","2029","Mujeres","Tláhuac","25-29"
"12383","2030","Mujeres","Tláhuac","25-29"
"29276","2015","Mujeres","Tlalpan","25-29"
"29235","2016","Mujeres","Tlalpan","25-29"
"29116","2017","Mujeres","Tlalpan","25-29"
"28935","2018","Mujeres","Tlalpan","25-29"
"28690","2019","Mujeres","Tlalpan","25-29"
"28372","2020","Mujeres","Tlalpan","25-29"
"27966","2021","Mujeres","Tlalpan","25-29"
"27481","2022","Mujeres","Tlalpan","25-29"
"26944","2023","Mujeres","Tlalpan","25-29"
"26383","2024","Mujeres","Tlalpan","25-29"
"25826","2025","Mujeres","Tlalpan","25-29"
"25283","2026","Mujeres","Tlalpan","25-29"
"24744","2027","Mujeres","Tlalpan","25-29"
"24197","2028","Mujeres","Tlalpan","25-29"
"23631","2029","Mujeres","Tlalpan","25-29"
"23032","2030","Mujeres","Tlalpan","25-29"
"17919","2015","Mujeres","Xochimilco","25-29"
"17855","2016","Mujeres","Xochimilco","25-29"
"17742","2017","Mujeres","Xochimilco","25-29"
"17592","2018","Mujeres","Xochimilco","25-29"
"17406","2019","Mujeres","Xochimilco","25-29"
"17178","2020","Mujeres","Xochimilco","25-29"
"16901","2021","Mujeres","Xochimilco","25-29"
"16581","2022","Mujeres","Xochimilco","25-29"
"16237","2023","Mujeres","Xochimilco","25-29"
"15887","2024","Mujeres","Xochimilco","25-29"
"15548","2025","Mujeres","Xochimilco","25-29"
"15229","2026","Mujeres","Xochimilco","25-29"
"14923","2027","Mujeres","Xochimilco","25-29"
"14624","2028","Mujeres","Xochimilco","25-29"
"14328","2029","Mujeres","Xochimilco","25-29"
"14027","2030","Mujeres","Xochimilco","25-29"
"18160","2015","Mujeres","Benito Juárez","25-29"
"18299","2016","Mujeres","Benito Juárez","25-29"
"18397","2017","Mujeres","Benito Juárez","25-29"
"18456","2018","Mujeres","Benito Juárez","25-29"
"18472","2019","Mujeres","Benito Juárez","25-29"
"18433","2020","Mujeres","Benito Juárez","25-29"
"18325","2021","Mujeres","Benito Juárez","25-29"
"18148","2022","Mujeres","Benito Juárez","25-29"
"17915","2023","Mujeres","Benito Juárez","25-29"
"17641","2024","Mujeres","Benito Juárez","25-29"
"17340","2025","Mujeres","Benito Juárez","25-29"
"17016","2026","Mujeres","Benito Juárez","25-29"
"16656","2027","Mujeres","Benito Juárez","25-29"
"16249","2028","Mujeres","Benito Juárez","25-29"
"15785","2029","Mujeres","Benito Juárez","25-29"
"15247","2030","Mujeres","Benito Juárez","25-29"
"24285","2015","Mujeres","Cuauhtémoc","25-29"
"24411","2016","Mujeres","Cuauhtémoc","25-29"
"24484","2017","Mujeres","Cuauhtémoc","25-29"
"24511","2018","Mujeres","Cuauhtémoc","25-29"
"24488","2019","Mujeres","Cuauhtémoc","25-29"
"24399","2020","Mujeres","Cuauhtémoc","25-29"
"24226","2021","Mujeres","Cuauhtémoc","25-29"
"23972","2022","Mujeres","Cuauhtémoc","25-29"
"23654","2023","Mujeres","Cuauhtémoc","25-29"
"23294","2024","Mujeres","Cuauhtémoc","25-29"
"22909","2025","Mujeres","Cuauhtémoc","25-29"
"22506","2026","Mujeres","Cuauhtémoc","25-29"
"22072","2027","Mujeres","Cuauhtémoc","25-29"
"21589","2028","Mujeres","Cuauhtémoc","25-29"
"21046","2029","Mujeres","Cuauhtémoc","25-29"
"20424","2030","Mujeres","Cuauhtémoc","25-29"
"16872","2015","Mujeres","Miguel Hidalgo","25-29"
"16870","2016","Mujeres","Miguel Hidalgo","25-29"
"16835","2017","Mujeres","Miguel Hidalgo","25-29"
"16775","2018","Mujeres","Miguel Hidalgo","25-29"
"16687","2019","Mujeres","Miguel Hidalgo","25-29"
"16564","2020","Mujeres","Miguel Hidalgo","25-29"
"16395","2021","Mujeres","Miguel Hidalgo","25-29"
"16183","2022","Mujeres","Miguel Hidalgo","25-29"
"15941","2023","Mujeres","Miguel Hidalgo","25-29"
"15685","2024","Mujeres","Miguel Hidalgo","25-29"
"15429","2025","Mujeres","Miguel Hidalgo","25-29"
"15177","2026","Mujeres","Miguel Hidalgo","25-29"
"14923","2027","Mujeres","Miguel Hidalgo","25-29"
"14656","2028","Mujeres","Miguel Hidalgo","25-29"
"14369","2029","Mujeres","Miguel Hidalgo","25-29"
"14052","2030","Mujeres","Miguel Hidalgo","25-29"
"17455","2015","Mujeres","Venustiano Carranza","25-29"
"17239","2016","Mujeres","Venustiano Carranza","25-29"
"17007","2017","Mujeres","Venustiano Carranza","25-29"
"16767","2018","Mujeres","Venustiano Carranza","25-29"
"16521","2019","Mujeres","Venustiano Carranza","25-29"
"16264","2020","Mujeres","Venustiano Carranza","25-29"
"15988","2021","Mujeres","Venustiano Carranza","25-29"
"15698","2022","Mujeres","Venustiano Carranza","25-29"
"15411","2023","Mujeres","Venustiano Carranza","25-29"
"15142","2024","Mujeres","Venustiano Carranza","25-29"
"14907","2025","Mujeres","Venustiano Carranza","25-29"
"14713","2026","Mujeres","Venustiano Carranza","25-29"
"14554","2027","Mujeres","Venustiano Carranza","25-29"
"14422","2028","Mujeres","Venustiano Carranza","25-29"
"14315","2029","Mujeres","Venustiano Carranza","25-29"
"14221","2030","Mujeres","Venustiano Carranza","25-29"
"16470","2015","Hombres","Azcapotzalco","25-29"
"16341","2016","Hombres","Azcapotzalco","25-29"
"16183","2017","Hombres","Azcapotzalco","25-29"
"15997","2018","Hombres","Azcapotzalco","25-29"
"15783","2019","Hombres","Azcapotzalco","25-29"
"15537","2020","Hombres","Azcapotzalco","25-29"
"15257","2021","Hombres","Azcapotzalco","25-29"
"14956","2022","Hombres","Azcapotzalco","25-29"
"14656","2023","Hombres","Azcapotzalco","25-29"
"14379","2024","Hombres","Azcapotzalco","25-29"
"14145","2025","Hombres","Azcapotzalco","25-29"
"13968","2026","Hombres","Azcapotzalco","25-29"
"13849","2027","Hombres","Azcapotzalco","25-29"
"13786","2028","Hombres","Azcapotzalco","25-29"
"13779","2029","Hombres","Azcapotzalco","25-29"
"13818","2030","Hombres","Azcapotzalco","25-29"
"25716","2015","Hombres","Coyoacán","25-29"
"25622","2016","Hombres","Coyoacán","25-29"
"25461","2017","Hombres","Coyoacán","25-29"
"25238","2018","Hombres","Coyoacán","25-29"
"24947","2019","Hombres","Coyoacán","25-29"
"24583","2020","Hombres","Coyoacán","25-29"
"24143","2021","Hombres","Coyoacán","25-29"
"23645","2022","Hombres","Coyoacán","25-29"
"23126","2023","Hombres","Coyoacán","25-29"
"22619","2024","Hombres","Coyoacán","25-29"
"22158","2025","Hombres","Coyoacán","25-29"
"21763","2026","Hombres","Coyoacán","25-29"
"21435","2027","Hombres","Coyoacán","25-29"
"21170","2028","Hombres","Coyoacán","25-29"
"20968","2029","Hombres","Coyoacán","25-29"
"20812","2030","Hombres","Coyoacán","25-29"
"8006","2015","Hombres","Cuajimalpa de Morelos","25-29"
"8120","2016","Hombres","Cuajimalpa de Morelos","25-29"
"8205","2017","Hombres","Cuajimalpa de Morelos","25-29"
"8261","2018","Hombres","Cuajimalpa de Morelos","25-29"
"8283","2019","Hombres","Cuajimalpa de Morelos","25-29"
"8268","2020","Hombres","Cuajimalpa de Morelos","25-29"
"8210","2021","Hombres","Cuajimalpa de Morelos","25-29"
"8114","2022","Hombres","Cuajimalpa de Morelos","25-29"
"7992","2023","Hombres","Cuajimalpa de Morelos","25-29"
"7853","2024","Hombres","Cuajimalpa de Morelos","25-29"
"7707","2025","Hombres","Cuajimalpa de Morelos","25-29"
"7562","2026","Hombres","Cuajimalpa de Morelos","25-29"
"7415","2027","Hombres","Cuajimalpa de Morelos","25-29"
"7264","2028","Hombres","Cuajimalpa de Morelos","25-29"
"7107","2029","Hombres","Cuajimalpa de Morelos","25-29"
"6937","2030","Hombres","Cuajimalpa de Morelos","25-29"
"49563","2015","Hombres","Gustavo A. Madero","25-29"
"49406","2016","Hombres","Gustavo A. Madero","25-29"
"49139","2017","Hombres","Gustavo A. Madero","25-29"
"48767","2018","Hombres","Gustavo A. Madero","25-29"
"48278","2019","Hombres","Gustavo A. Madero","25-29"
"47662","2020","Hombres","Gustavo A. Madero","25-29"
"46906","2021","Hombres","Gustavo A. Madero","25-29"
"46047","2022","Hombres","Gustavo A. Madero","25-29"
"45152","2023","Hombres","Gustavo A. Madero","25-29"
"44286","2024","Hombres","Gustavo A. Madero","25-29"
"43509","2025","Hombres","Gustavo A. Madero","25-29"
"42865","2026","Hombres","Gustavo A. Madero","25-29"
"42350","2027","Hombres","Gustavo A. Madero","25-29"
"41958","2028","Hombres","Gustavo A. Madero","25-29"
"41686","2029","Hombres","Gustavo A. Madero","25-29"
"41500","2030","Hombres","Gustavo A. Madero","25-29"
"15658","2015","Hombres","Iztacalco","25-29"
"15601","2016","Hombres","Iztacalco","25-29"
"15514","2017","Hombres","Iztacalco","25-29"
"15398","2018","Hombres","Iztacalco","25-29"
"15250","2019","Hombres","Iztacalco","25-29"
"15065","2020","Hombres","Iztacalco","25-29"
"14839","2021","Hombres","Iztacalco","25-29"
"14584","2022","Hombres","Iztacalco","25-29"
"14319","2023","Hombres","Iztacalco","25-29"
"14064","2024","Hombres","Iztacalco","25-29"
"13840","2025","Hombres","Iztacalco","25-29"
"13657","2026","Hombres","Iztacalco","25-29"
"13517","2027","Hombres","Iztacalco","25-29"
"13416","2028","Hombres","Iztacalco","25-29"
"13352","2029","Hombres","Iztacalco","25-29"
"13315","2030","Hombres","Iztacalco","25-29"
"80278","2015","Hombres","Iztapalapa","25-29"
"80344","2016","Hombres","Iztapalapa","25-29"
"80165","2017","Hombres","Iztapalapa","25-29"
"79742","2018","Hombres","Iztapalapa","25-29"
"79061","2019","Hombres","Iztapalapa","25-29"
"78097","2020","Hombres","Iztapalapa","25-29"
"76837","2021","Hombres","Iztapalapa","25-29"
"75335","2022","Hombres","Iztapalapa","25-29"
"73710","2023","Hombres","Iztapalapa","25-29"
"72066","2024","Hombres","Iztapalapa","25-29"
"70511","2025","Hombres","Iztapalapa","25-29"
"69109","2026","Hombres","Iztapalapa","25-29"
"67850","2027","Hombres","Iztapalapa","25-29"
"66734","2028","Hombres","Iztapalapa","25-29"
"65751","2029","Hombres","Iztapalapa","25-29"
"64846","2030","Hombres","Iztapalapa","25-29"
"9945","2015","Hombres","La Magdalena Contreras","25-29"
"9971","2016","Hombres","La Magdalena Contreras","25-29"
"9967","2017","Hombres","La Magdalena Contreras","25-29"
"9933","2018","Hombres","La Magdalena Contreras","25-29"
"9867","2019","Hombres","La Magdalena Contreras","25-29"
"9765","2020","Hombres","La Magdalena Contreras","25-29"
"9625","2021","Hombres","La Magdalena Contreras","25-29"
"9454","2022","Hombres","La Magdalena Contreras","25-29"
"9266","2023","Hombres","La Magdalena Contreras","25-29"
"9073","2024","Hombres","La Magdalena Contreras","25-29"
"8889","2025","Hombres","La Magdalena Contreras","25-29"
"8722","2026","Hombres","La Magdalena Contreras","25-29"
"8571","2027","Hombres","La Magdalena Contreras","25-29"
"8436","2028","Hombres","La Magdalena Contreras","25-29"
"8313","2029","Hombres","La Magdalena Contreras","25-29"
"8197","2030","Hombres","La Magdalena Contreras","25-29"
"5550","2015","Hombres","Milpa Alta","25-29"
"5642","2016","Hombres","Milpa Alta","25-29"
"5710","2017","Hombres","Milpa Alta","25-29"
"5754","2018","Hombres","Milpa Alta","25-29"
"5771","2019","Hombres","Milpa Alta","25-29"
"5758","2020","Hombres","Milpa Alta","25-29"
"5711","2021","Hombres","Milpa Alta","25-29"
"5635","2022","Hombres","Milpa Alta","25-29"
"5535","2023","Hombres","Milpa Alta","25-29"
"5420","2024","Hombres","Milpa Alta","25-29"
"5297","2025","Hombres","Milpa Alta","25-29"
"5169","2026","Hombres","Milpa Alta","25-29"
"5037","2027","Hombres","Milpa Alta","25-29"
"4898","2028","Hombres","Milpa Alta","25-29"
"4750","2029","Hombres","Milpa Alta","25-29"
"4588","2030","Hombres","Milpa Alta","25-29"
"31284","2015","Hombres","Álvaro Obregón","25-29"
"31438","2016","Hombres","Álvaro Obregón","25-29"
"31499","2017","Hombres","Álvaro Obregón","25-29"
"31467","2018","Hombres","Álvaro Obregón","25-29"
"31329","2019","Hombres","Álvaro Obregón","25-29"
"31075","2020","Hombres","Álvaro Obregón","25-29"
"30695","2021","Hombres","Álvaro Obregón","25-29"
"30207","2022","Hombres","Álvaro Obregón","25-29"
"29654","2023","Hombres","Álvaro Obregón","25-29"
"29078","2024","Hombres","Álvaro Obregón","25-29"
"28516","2025","Hombres","Álvaro Obregón","25-29"
"27996","2026","Hombres","Álvaro Obregón","25-29"
"27513","2027","Hombres","Álvaro Obregón","25-29"
"27062","2028","Hombres","Álvaro Obregón","25-29"
"26635","2029","Hombres","Álvaro Obregón","25-29"
"26210","2030","Hombres","Álvaro Obregón","25-29"
"14953","2015","Hombres","Tláhuac","25-29"
"15029","2016","Hombres","Tláhuac","25-29"
"15052","2017","Hombres","Tláhuac","25-29"
"15023","2018","Hombres","Tláhuac","25-29"
"14938","2019","Hombres","Tláhuac","25-29"
"14792","2020","Hombres","Tláhuac","25-29"
"14582","2021","Hombres","Tláhuac","25-29"
"14320","2022","Hombres","Tláhuac","25-29"
"14025","2023","Hombres","Tláhuac","25-29"
"13720","2024","Hombres","Tláhuac","25-29"
"13424","2025","Hombres","Tláhuac","25-29"
"13150","2026","Hombres","Tláhuac","25-29"
"12898","2027","Hombres","Tláhuac","25-29"
"12665","2028","Hombres","Tláhuac","25-29"
"12450","2029","Hombres","Tláhuac","25-29"
"12242","2030","Hombres","Tláhuac","25-29"
"28218","2015","Hombres","Tlalpan","25-29"
"28442","2016","Hombres","Tlalpan","25-29"
"28567","2017","Hombres","Tlalpan","25-29"
"28591","2018","Hombres","Tlalpan","25-29"
"28502","2019","Hombres","Tlalpan","25-29"
"28288","2020","Hombres","Tlalpan","25-29"
"27939","2021","Hombres","Tlalpan","25-29"
"27474","2022","Hombres","Tlalpan","25-29"
"26929","2023","Hombres","Tlalpan","25-29"
"26343","2024","Hombres","Tlalpan","25-29"
"25750","2025","Hombres","Tlalpan","25-29"
