 pob,año,sexo,alcaldia,grupo_edad
"5421","2021","Hombres","Milpa Alta","30-34"
"5440","2022","Hombres","Milpa Alta","30-34"
"5436","2023","Hombres","Milpa Alta","30-34"
"5406","2024","Hombres","Milpa Alta","30-34"
"5348","2025","Hombres","Milpa Alta","30-34"
"5260","2026","Hombres","Milpa Alta","30-34"
"5146","2027","Hombres","Milpa Alta","30-34"
"5013","2028","Hombres","Milpa Alta","30-34"
"4868","2029","Hombres","Milpa Alta","30-34"
"4718","2030","Hombres","Milpa Alta","30-34"
"29189","2015","Hombres","Álvaro Obregón","30-34"
"29466","2016","Hombres","Álvaro Obregón","30-34"
"29754","2017","Hombres","Álvaro Obregón","30-34"
"30016","2018","Hombres","Álvaro Obregón","30-34"
"30235","2019","Hombres","Álvaro Obregón","30-34"
"30405","2020","Hombres","Álvaro Obregón","30-34"
"30526","2021","Hombres","Álvaro Obregón","30-34"
"30578","2022","Hombres","Álvaro Obregón","30-34"
"30534","2023","Hombres","Álvaro Obregón","30-34"
"30381","2024","Hombres","Álvaro Obregón","30-34"
"30107","2025","Hombres","Álvaro Obregón","30-34"
"29704","2026","Hombres","Álvaro Obregón","30-34"
"29191","2027","Hombres","Álvaro Obregón","30-34"
"28610","2028","Hombres","Álvaro Obregón","30-34"
"27998","2029","Hombres","Álvaro Obregón","30-34"
"27394","2030","Hombres","Álvaro Obregón","30-34"
"13782","2015","Hombres","Tláhuac","30-34"
"13864","2016","Hombres","Tláhuac","30-34"
"13945","2017","Hombres","Tláhuac","30-34"
"14010","2018","Hombres","Tláhuac","30-34"
"14052","2019","Hombres","Tláhuac","30-34"
"14070","2020","Hombres","Tláhuac","30-34"
"14067","2021","Hombres","Tláhuac","30-34"
"14034","2022","Hombres","Tláhuac","30-34"
"13961","2023","Hombres","Tláhuac","30-34"
"13844","2024","Hombres","Tláhuac","30-34"
"13680","2025","Hombres","Tláhuac","30-34"
"13468","2026","Hombres","Tláhuac","30-34"
"13217","2027","Hombres","Tláhuac","30-34"
"12948","2028","Hombres","Tláhuac","30-34"
"12679","2029","Hombres","Tláhuac","30-34"
"12428","2030","Hombres","Tláhuac","30-34"
"25756","2015","Hombres","Tlalpan","30-34"
"26090","2016","Hombres","Tlalpan","30-34"
"26427","2017","Hombres","Tlalpan","30-34"
"26732","2018","Hombres","Tlalpan","30-34"
"26987","2019","Hombres","Tlalpan","30-34"
"27188","2020","Hombres","Tlalpan","30-34"
"27332","2021","Hombres","Tlalpan","30-34"
"27402","2022","Hombres","Tlalpan","30-34"
"27369","2023","Hombres","Tlalpan","30-34"
"27223","2024","Hombres","Tlalpan","30-34"
"26952","2025","Hombres","Tlalpan","30-34"
"26547","2026","Hombres","Tlalpan","30-34"
"26027","2027","Hombres","Tlalpan","30-34"
"25427","2028","Hombres","Tlalpan","30-34"
"24783","2029","Hombres","Tlalpan","30-34"
"24126","2030","Hombres","Tlalpan","30-34"
"16779","2015","Hombres","Xochimilco","30-34"
"16917","2016","Hombres","Xochimilco","30-34"
"17055","2017","Hombres","Xochimilco","30-34"
"17170","2018","Hombres","Xochimilco","30-34"
"17254","2019","Hombres","Xochimilco","30-34"
"17304","2020","Hombres","Xochimilco","30-34"
"17321","2021","Hombres","Xochimilco","30-34"
"17294","2022","Hombres","Xochimilco","30-34"
"17210","2023","Hombres","Xochimilco","30-34"
"17062","2024","Hombres","Xochimilco","30-34"
"16845","2025","Hombres","Xochimilco","30-34"
"16555","2026","Hombres","Xochimilco","30-34"
"16206","2027","Hombres","Xochimilco","30-34"
"15822","2028","Hombres","Xochimilco","30-34"
"15424","2029","Hombres","Xochimilco","30-34"
"15034","2030","Hombres","Xochimilco","30-34"
"17499","2015","Hombres","Benito Juárez","30-34"
"17933","2016","Hombres","Benito Juárez","30-34"
"18372","2017","Hombres","Benito Juárez","30-34"
"18789","2018","Hombres","Benito Juárez","30-34"
"19167","2019","Hombres","Benito Juárez","30-34"
"19497","2020","Hombres","Benito Juárez","30-34"
"19774","2021","Hombres","Benito Juárez","30-34"
"19980","2022","Hombres","Benito Juárez","30-34"
"20090","2023","Hombres","Benito Juárez","30-34"
"20089","2024","Hombres","Benito Juárez","30-34"
"19965","2025","Hombres","Benito Juárez","30-34"
"19707","2026","Hombres","Benito Juárez","30-34"
"19325","2027","Hombres","Benito Juárez","30-34"
"18842","2028","Hombres","Benito Juárez","30-34"
"18282","2029","Hombres","Benito Juárez","30-34"
"17666","2030","Hombres","Benito Juárez","30-34"
"22816","2015","Hombres","Cuauhtémoc","30-34"
"23239","2016","Hombres","Cuauhtémoc","30-34"
"23678","2017","Hombres","Cuauhtémoc","30-34"
"24099","2018","Hombres","Cuauhtémoc","30-34"
"24483","2019","Hombres","Cuauhtémoc","30-34"
"24821","2020","Hombres","Cuauhtémoc","30-34"
"25110","2021","Hombres","Cuauhtémoc","30-34"
"25327","2022","Hombres","Cuauhtémoc","30-34"
"25444","2023","Hombres","Cuauhtémoc","30-34"
"25445","2024","Hombres","Cuauhtémoc","30-34"
"25316","2025","Hombres","Cuauhtémoc","30-34"
"25044","2026","Hombres","Cuauhtémoc","30-34"
"24642","2027","Hombres","Cuauhtémoc","30-34"
"24141","2028","Hombres","Cuauhtémoc","30-34"
"23572","2029","Hombres","Cuauhtémoc","30-34"
"22962","2030","Hombres","Cuauhtémoc","30-34"
"15184","2015","Hombres","Miguel Hidalgo","30-34"
"15421","2016","Hombres","Miguel Hidalgo","30-34"
"15667","2017","Hombres","Miguel Hidalgo","30-34"
"15900","2018","Hombres","Miguel Hidalgo","30-34"
"16108","2019","Hombres","Miguel Hidalgo","30-34"
"16287","2020","Hombres","Miguel Hidalgo","30-34"
"16434","2021","Hombres","Miguel Hidalgo","30-34"
"16537","2022","Hombres","Miguel Hidalgo","30-34"
"16577","2023","Hombres","Miguel Hidalgo","30-34"
"16546","2024","Hombres","Miguel Hidalgo","30-34"
"16435","2025","Hombres","Miguel Hidalgo","30-34"
"16237","2026","Hombres","Miguel Hidalgo","30-34"
"15961","2027","Hombres","Miguel Hidalgo","30-34"
"15628","2028","Hombres","Miguel Hidalgo","30-34"
"15259","2029","Hombres","Miguel Hidalgo","30-34"
"14871","2030","Hombres","Miguel Hidalgo","30-34"
"16117","2015","Hombres","Venustiano Carranza","30-34"
"16137","2016","Hombres","Venustiano Carranza","30-34"
"16180","2017","Hombres","Venustiano Carranza","30-34"
"16229","2018","Hombres","Venustiano Carranza","30-34"
"16275","2019","Hombres","Venustiano Carranza","30-34"
"16316","2020","Hombres","Venustiano Carranza","30-34"
"16353","2021","Hombres","Venustiano Carranza","30-34"
"16378","2022","Hombres","Venustiano Carranza","30-34"
"16377","2023","Hombres","Venustiano Carranza","30-34"
"16343","2024","Hombres","Venustiano Carranza","30-34"
"16271","2025","Hombres","Venustiano Carranza","30-34"
"16155","2026","Hombres","Venustiano Carranza","30-34"
"16007","2027","Hombres","Venustiano Carranza","30-34"
"15846","2028","Hombres","Venustiano Carranza","30-34"
"15694","2029","Hombres","Venustiano Carranza","30-34"
"15570","2030","Hombres","Venustiano Carranza","30-34"
"17141","2015","Mujeres","Azcapotzalco","35-39"
"16893","2016","Mujeres","Azcapotzalco","35-39"
"16691","2017","Mujeres","Azcapotzalco","35-39"
"16516","2018","Mujeres","Azcapotzalco","35-39"
"16363","2019","Mujeres","Azcapotzalco","35-39"
"16227","2020","Mujeres","Azcapotzalco","35-39"
"16103","2021","Mujeres","Azcapotzalco","35-39"
"15991","2022","Mujeres","Azcapotzalco","35-39"
"15889","2023","Mujeres","Azcapotzalco","35-39"
"15791","2024","Mujeres","Azcapotzalco","35-39"
"15700","2025","Mujeres","Azcapotzalco","35-39"
"15617","2026","Mujeres","Azcapotzalco","35-39"
"15541","2027","Mujeres","Azcapotzalco","35-39"
"15468","2028","Mujeres","Azcapotzalco","35-39"
"15399","2029","Mujeres","Azcapotzalco","35-39"
"15332","2030","Mujeres","Azcapotzalco","35-39"
"25553","2015","Mujeres","Coyoacán","35-39"
"25270","2016","Mujeres","Coyoacán","35-39"
"25056","2017","Mujeres","Coyoacán","35-39"
"24881","2018","Mujeres","Coyoacán","35-39"
"24738","2019","Mujeres","Coyoacán","35-39"
"24616","2020","Mujeres","Coyoacán","35-39"
"24509","2021","Mujeres","Coyoacán","35-39"
"24414","2022","Mujeres","Coyoacán","35-39"
"24326","2023","Mujeres","Coyoacán","35-39"
"24236","2024","Mujeres","Coyoacán","35-39"
"24144","2025","Mujeres","Coyoacán","35-39"
"24054","2026","Mujeres","Coyoacán","35-39"
"23961","2027","Mujeres","Coyoacán","35-39"
"23857","2028","Mujeres","Coyoacán","35-39"
"23743","2029","Mujeres","Coyoacán","35-39"
"23612","2030","Mujeres","Coyoacán","35-39"
"8586","2015","Mujeres","Cuajimalpa de Morelos","35-39"
"8623","2016","Mujeres","Cuajimalpa de Morelos","35-39"
"8668","2017","Mujeres","Cuajimalpa de Morelos","35-39"
"8710","2018","Mujeres","Cuajimalpa de Morelos","35-39"
"8746","2019","Mujeres","Cuajimalpa de Morelos","35-39"
"8771","2020","Mujeres","Cuajimalpa de Morelos","35-39"
"8783","2021","Mujeres","Cuajimalpa de Morelos","35-39"
"8780","2022","Mujeres","Cuajimalpa de Morelos","35-39"
"8758","2023","Mujeres","Cuajimalpa de Morelos","35-39"
"8713","2024","Mujeres","Cuajimalpa de Morelos","35-39"
"8645","2025","Mujeres","Cuajimalpa de Morelos","35-39"
"8553","2026","Mujeres","Cuajimalpa de Morelos","35-39"
"8435","2027","Mujeres","Cuajimalpa de Morelos","35-39"
"8286","2028","Mujeres","Cuajimalpa de Morelos","35-39"
"8107","2029","Mujeres","Cuajimalpa de Morelos","35-39"
"7893","2030","Mujeres","Cuajimalpa de Morelos","35-39"
"47234","2015","Mujeres","Gustavo A. Madero","35-39"
"46638","2016","Mujeres","Gustavo A. Madero","35-39"
"46157","2017","Mujeres","Gustavo A. Madero","35-39"
"45738","2018","Mujeres","Gustavo A. Madero","35-39"
"45368","2019","Mujeres","Gustavo A. Madero","35-39"
"45033","2020","Mujeres","Gustavo A. Madero","35-39"
"44719","2021","Mujeres","Gustavo A. Madero","35-39"
"44422","2022","Mujeres","Gustavo A. Madero","35-39"
"44136","2023","Mujeres","Gustavo A. Madero","35-39"
"43847","2024","Mujeres","Gustavo A. Madero","35-39"
"43556","2025","Mujeres","Gustavo A. Madero","35-39"
"43270","2026","Mujeres","Gustavo A. Madero","35-39"
"42982","2027","Mujeres","Gustavo A. Madero","35-39"
"42682","2028","Mujeres","Gustavo A. Madero","35-39"
"42373","2029","Mujeres","Gustavo A. Madero","35-39"
"42043","2030","Mujeres","Gustavo A. Madero","35-39"
"16232","2015","Mujeres","Iztacalco","35-39"
"16058","2016","Mujeres","Iztacalco","35-39"
"15925","2017","Mujeres","Iztacalco","35-39"
"15813","2018","Mujeres","Iztacalco","35-39"
"15718","2019","Mujeres","Iztacalco","35-39"
"15633","2020","Mujeres","Iztacalco","35-39"
"15555","2021","Mujeres","Iztacalco","35-39"
"15480","2022","Mujeres","Iztacalco","35-39"
"15407","2023","Mujeres","Iztacalco","35-39"
"15330","2024","Mujeres","Iztacalco","35-39"
"15249","2025","Mujeres","Iztacalco","35-39"
"15166","2026","Mujeres","Iztacalco","35-39"
"15077","2027","Mujeres","Iztacalco","35-39"
"14979","2028","Mujeres","Iztacalco","35-39"
"14873","2029","Mujeres","Iztacalco","35-39"
"14753","2030","Mujeres","Iztacalco","35-39"
"74602","2015","Mujeres","Iztapalapa","35-39"
"74058","2016","Mujeres","Iztapalapa","35-39"
"73651","2017","Mujeres","Iztapalapa","35-39"
"73296","2018","Mujeres","Iztapalapa","35-39"
"72977","2019","Mujeres","Iztapalapa","35-39"
"72671","2020","Mujeres","Iztapalapa","35-39"
"72353","2021","Mujeres","Iztapalapa","35-39"
"72012","2022","Mujeres","Iztapalapa","35-39"
"71647","2023","Mujeres","Iztapalapa","35-39"
"71222","2024","Mujeres","Iztapalapa","35-39"
"70737","2025","Mujeres","Iztapalapa","35-39"
"70210","2026","Mujeres","Iztapalapa","35-39"
"69618","2027","Mujeres","Iztapalapa","35-39"
"68949","2028","Mujeres","Iztapalapa","35-39"
"68206","2029","Mujeres","Iztapalapa","35-39"
"67367","2030","Mujeres","Iztapalapa","35-39"
"10238","2015","Mujeres","La Magdalena Contreras","35-39"
"10213","2016","Mujeres","La Magdalena Contreras","35-39"
"10204","2017","Mujeres","La Magdalena Contreras","35-39"
"10199","2018","Mujeres","La Magdalena Contreras","35-39"
"10194","2019","Mujeres","La Magdalena Contreras","35-39"
"10185","2020","Mujeres","La Magdalena Contreras","35-39"
"10167","2021","Mujeres","La Magdalena Contreras","35-39"
"10141","2022","Mujeres","La Magdalena Contreras","35-39"
"10102","2023","Mujeres","La Magdalena Contreras","35-39"
"10047","2024","Mujeres","La Magdalena Contreras","35-39"
"9974","2025","Mujeres","La Magdalena Contreras","35-39"
"9884","2026","Mujeres","La Magdalena Contreras","35-39"
"9775","2027","Mujeres","La Magdalena Contreras","35-39"
"9642","2028","Mujeres","La Magdalena Contreras","35-39"
"9486","2029","Mujeres","La Magdalena Contreras","35-39"
"9303","2030","Mujeres","La Magdalena Contreras","35-39"
"5513","2015","Mujeres","Milpa Alta","35-39"
"5558","2016","Mujeres","Milpa Alta","35-39"
"5607","2017","Mujeres","Milpa Alta","35-39"
"5652","2018","Mujeres","Milpa Alta","35-39"
"5691","2019","Mujeres","Milpa Alta","35-39"
"5722","2020","Mujeres","Milpa Alta","35-39"
"5742","2021","Mujeres","Milpa Alta","35-39"
"5751","2022","Mujeres","Milpa Alta","35-39"
"5744","2023","Mujeres","Milpa Alta","35-39"
"5721","2024","Mujeres","Milpa Alta","35-39"
"5680","2025","Mujeres","Milpa Alta","35-39"
"5620","2026","Mujeres","Milpa Alta","35-39"
"5540","2027","Mujeres","Milpa Alta","35-39"
"5438","2028","Mujeres","Milpa Alta","35-39"
"5310","2029","Mujeres","Milpa Alta","35-39"
"5158","2030","Mujeres","Milpa Alta","35-39"
"31659","2015","Mujeres","Álvaro Obregón","35-39"
"31574","2016","Mujeres","Álvaro Obregón","35-39"
"31542","2017","Mujeres","Álvaro Obregón","35-39"
"31526","2018","Mujeres","Álvaro Obregón","35-39"
"31516","2019","Mujeres","Álvaro Obregón","35-39"
"31498","2020","Mujeres","Álvaro Obregón","35-39"
"31460","2021","Mujeres","Álvaro Obregón","35-39"
"31398","2022","Mujeres","Álvaro Obregón","35-39"
"31303","2023","Mujeres","Álvaro Obregón","35-39"
"31162","2024","Mujeres","Álvaro Obregón","35-39"
"30971","2025","Mujeres","Álvaro Obregón","35-39"
"30733","2026","Mujeres","Álvaro Obregón","35-39"
"30439","2027","Mujeres","Álvaro Obregón","35-39"
"30078","2028","Mujeres","Álvaro Obregón","35-39"
"29649","2029","Mujeres","Álvaro Obregón","35-39"
"29140","2030","Mujeres","Álvaro Obregón","35-39"
"15710","2015","Mujeres","Tláhuac","35-39"
"15697","2016","Mujeres","Tláhuac","35-39"
"15700","2017","Mujeres","Tláhuac","35-39"
"15702","2018","Mujeres","Tláhuac","35-39"
"15696","2019","Mujeres","Tláhuac","35-39"
"15677","2020","Mujeres","Tláhuac","35-39"
"15640","2021","Mujeres","Tláhuac","35-39"
"15582","2022","Mujeres","Tláhuac","35-39"
"15500","2023","Mujeres","Tláhuac","35-39"
"15387","2024","Mujeres","Tláhuac","35-39"
"15243","2025","Mujeres","Tláhuac","35-39"
"15068","2026","Mujeres","Tláhuac","35-39"
"14859","2027","Mujeres","Tláhuac","35-39"
"14611","2028","Mujeres","Tláhuac","35-39"
"14324","2029","Mujeres","Tláhuac","35-39"
"13992","2030","Mujeres","Tláhuac","35-39"
"27549","2015","Mujeres","Tlalpan","35-39"
"27495","2016","Mujeres","Tlalpan","35-39"
"27486","2017","Mujeres","Tlalpan","35-39"
"27490","2018","Mujeres","Tlalpan","35-39"
"27499","2019","Mujeres","Tlalpan","35-39"
"27501","2020","Mujeres","Tlalpan","35-39"
"27485","2021","Mujeres","Tlalpan","35-39"
"27449","2022","Mujeres","Tlalpan","35-39"
"27384","2023","Mujeres","Tlalpan","35-39"
"27280","2024","Mujeres","Tlalpan","35-39"
"27133","2025","Mujeres","Tlalpan","35-39"
"26946","2026","Mujeres","Tlalpan","35-39"
"26711","2027","Mujeres","Tlalpan","35-39"
"26419","2028","Mujeres","Tlalpan","35-39"
"26069","2029","Mujeres","Tlalpan","35-39"
"25650","2030","Mujeres","Tlalpan","35-39"
"17104","2015","Mujeres","Xochimilco","35-39"
"17047","2016","Mujeres","Xochimilco","35-39"
"17016","2017","Mujeres","Xochimilco","35-39"
"16992","2018","Mujeres","Xochimilco","35-39"
"16971","2019","Mujeres","Xochimilco","35-39"
"16945","2020","Mujeres","Xochimilco","35-39"
"16909","2021","Mujeres","Xochimilco","35-39"
"16862","2022","Mujeres","Xochimilco","35-39"
"16800","2023","Mujeres","Xochimilco","35-39"
"16717","2024","Mujeres","Xochimilco","35-39"
"16612","2025","Mujeres","Xochimilco","35-39"
"16487","2026","Mujeres","Xochimilco","35-39"
"16339","2027","Mujeres","Xochimilco","35-39"
"16162","2028","Mujeres","Xochimilco","35-39"
"15957","2029","Mujeres","Xochimilco","35-39"
"15719","2030","Mujeres","Xochimilco","35-39"
"18897","2015","Mujeres","Benito Juárez","35-39"
"18959","2016","Mujeres","Benito Juárez","35-39"
"19061","2017","Mujeres","Benito Juárez","35-39"
"19179","2018","Mujeres","Benito Juárez","35-39"
"19305","2019","Mujeres","Benito Juárez","35-39"
"19429","2020","Mujeres","Benito Juárez","35-39"
"19542","2021","Mujeres","Benito Juárez","35-39"
"19639","2022","Mujeres","Benito Juárez","35-39"
"19713","2023","Mujeres","Benito Juárez","35-39"
"19753","2024","Mujeres","Benito Juárez","35-39"
"19757","2025","Mujeres","Benito Juárez","35-39"
"19722","2026","Mujeres","Benito Juárez","35-39"
"19640","2027","Mujeres","Benito Juárez","35-39"
"19504","2028","Mujeres","Benito Juárez","35-39"
"19309","2029","Mujeres","Benito Juárez","35-39"
"19045","2030","Mujeres","Benito Juárez","35-39"
"22545","2015","Mujeres","Cuauhtémoc","35-39"
"22422","2016","Mujeres","Cuauhtémoc","35-39"
"22356","2017","Mujeres","Cuauhtémoc","35-39"
"22321","2018","Mujeres","Cuauhtémoc","35-39"
"22308","2019","Mujeres","Cuauhtémoc","35-39"
"22308","2020","Mujeres","Cuauhtémoc","35-39"
"22313","2021","Mujeres","Cuauhtémoc","35-39"
"22320","2022","Mujeres","Cuauhtémoc","35-39"
"22322","2023","Mujeres","Cuauhtémoc","35-39"
"22311","2024","Mujeres","Cuauhtémoc","35-39"
"22284","2025","Mujeres","Cuauhtémoc","35-39"
"22243","2026","Mujeres","Cuauhtémoc","35-39"
"22182","2027","Mujeres","Cuauhtémoc","35-39"
"22093","2028","Mujeres","Cuauhtémoc","35-39"
"21975","2029","Mujeres","Cuauhtémoc","35-39"
"21819","2030","Mujeres","Cuauhtémoc","35-39"
"16864","2015","Mujeres","Miguel Hidalgo","35-39"
"16864","2016","Mujeres","Miguel Hidalgo","35-39"
"16898","2017","Mujeres","Miguel Hidalgo","35-39"
"16945","2018","Mujeres","Miguel Hidalgo","35-39"
"16998","2019","Mujeres","Miguel Hidalgo","35-39"
"17051","2020","Mujeres","Miguel Hidalgo","35-39"
"17095","2021","Mujeres","Miguel Hidalgo","35-39"
"17126","2022","Mujeres","Miguel Hidalgo","35-39"
"17139","2023","Mujeres","Miguel Hidalgo","35-39"
"17126","2024","Mujeres","Miguel Hidalgo","35-39"
"17084","2025","Mujeres","Miguel Hidalgo","35-39"
"17013","2026","Mujeres","Miguel Hidalgo","35-39"
"16907","2027","Mujeres","Miguel Hidalgo","35-39"
"16758","2028","Mujeres","Miguel Hidalgo","35-39"
"16565","2029","Mujeres","Miguel Hidalgo","35-39"
"16320","2030","Mujeres","Miguel Hidalgo","35-39"
"17662","2015","Mujeres","Venustiano Carranza","35-39"
"17420","2016","Mujeres","Venustiano Carranza","35-39"
"17229","2017","Mujeres","Venustiano Carranza","35-39"
"17070","2018","Mujeres","Venustiano Carranza","35-39"
"16938","2019","Mujeres","Venustiano Carranza","35-39"
"16827","2020","Mujeres","Venustiano Carranza","35-39"
"16732","2021","Mujeres","Venustiano Carranza","35-39"
"16652","2022","Mujeres","Venustiano Carranza","35-39"
"16586","2023","Mujeres","Venustiano Carranza","35-39"
"16528","2024","Mujeres","Venustiano Carranza","35-39"
"16478","2025","Mujeres","Venustiano Carranza","35-39"
"16441","2026","Mujeres","Venustiano Carranza","35-39"
"16412","2027","Mujeres","Venustiano Carranza","35-39"
"16388","2028","Mujeres","Venustiano Carranza","35-39"
"16371","2029","Mujeres","Venustiano Carranza","35-39"
"16355","2030","Mujeres","Venustiano Carranza","35-39"
"14679","2015","Hombres","Azcapotzalco","35-39"
"14455","2016","Hombres","Azcapotzalco","35-39"
"14331","2017","Hombres","Azcapotzalco","35-39"
"14265","2018","Hombres","Azcapotzalco","35-39"
"14249","2019","Hombres","Azcapotzalco","35-39"
"14267","2020","Hombres","Azcapotzalco","35-39"
"14308","2021","Hombres","Azcapotzalco","35-39"
"14363","2022","Hombres","Azcapotzalco","35-39"
"14427","2023","Hombres","Azcapotzalco","35-39"
"14493","2024","Hombres","Azcapotzalco","35-39"
"14561","2025","Hombres","Azcapotzalco","35-39"
"14631","2026","Hombres","Azcapotzalco","35-39"
"14698","2027","Hombres","Azcapotzalco","35-39"
"14749","2028","Hombres","Azcapotzalco","35-39"
"14777","2029","Hombres","Azcapotzalco","35-39"
"14777","2030","Hombres","Azcapotzalco","35-39"
"21719","2015","Hombres","Coyoacán","35-39"
"21492","2016","Hombres","Coyoacán","35-39"
"21410","2017","Hombres","Coyoacán","35-39"
"21409","2018","Hombres","Coyoacán","35-39"
"21474","2019","Hombres","Coyoacán","35-39"
"21585","2020","Hombres","Coyoacán","35-39"
"21720","2021","Hombres","Coyoacán","35-39"
"21866","2022","Hombres","Coyoacán","35-39"
"22011","2023","Hombres","Coyoacán","35-39"
"22144","2024","Hombres","Coyoacán","35-39"
"22261","2025","Hombres","Coyoacán","35-39"
"22365","2026","Hombres","Coyoacán","35-39"
"22441","2027","Hombres","Coyoacán","35-39"
"22470","2028","Hombres","Coyoacán","35-39"
"22442","2029","Hombres","Coyoacán","35-39"
"22348","2030","Hombres","Coyoacán","35-39"
"7241","2015","Hombres","Cuajimalpa de Morelos","35-39"
"7249","2016","Hombres","Cuajimalpa de Morelos","35-39"
"7295","2017","Hombres","Cuajimalpa de Morelos","35-39"
"7358","2018","Hombres","Cuajimalpa de Morelos","35-39"
"7434","2019","Hombres","Cuajimalpa de Morelos","35-39"
"7515","2020","Hombres","Cuajimalpa de Morelos","35-39"
"7593","2021","Hombres","Cuajimalpa de Morelos","35-39"
"7663","2022","Hombres","Cuajimalpa de Morelos","35-39"
"7720","2023","Hombres","Cuajimalpa de Morelos","35-39"
"7759","2024","Hombres","Cuajimalpa de Morelos","35-39"
"7780","2025","Hombres","Cuajimalpa de Morelos","35-39"
"7781","2026","Hombres","Cuajimalpa de Morelos","35-39"
"7758","2027","Hombres","Cuajimalpa de Morelos","35-39"
"7704","2028","Hombres","Cuajimalpa de Morelos","35-39"
"7616","2029","Hombres","Cuajimalpa de Morelos","35-39"
"7491","2030","Hombres","Cuajimalpa de Morelos","35-39"
"41757","2015","Hombres","Gustavo A. Madero","35-39"
"41200","2016","Hombres","Gustavo A. Madero","35-39"
"40915","2017","Hombres","Gustavo A. Madero","35-39"
"40784","2018","Hombres","Gustavo A. Madero","35-39"
"40779","2019","Hombres","Gustavo A. Madero","35-39"
"40861","2020","Hombres","Gustavo A. Madero","35-39"
"40991","2021","Hombres","Gustavo A. Madero","35-39"
"41146","2022","Hombres","Gustavo A. Madero","35-39"
"41307","2023","Hombres","Gustavo A. Madero","35-39"
"41456","2024","Hombres","Gustavo A. Madero","35-39"
"41588","2025","Hombres","Gustavo A. Madero","35-39"
"41710","2026","Hombres","Gustavo A. Madero","35-39"
"41800","2027","Hombres","Gustavo A. Madero","35-39"
"41821","2028","Hombres","Gustavo A. Madero","35-39"
"41758","2029","Hombres","Gustavo A. Madero","35-39"
"41596","2030","Hombres","Gustavo A. Madero","35-39"
"14128","2015","Hombres","Iztacalco","35-39"
"13976","2016","Hombres","Iztacalco","35-39"
"13917","2017","Hombres","Iztacalco","35-39"
"13912","2018","Hombres","Iztacalco","35-39"
"13950","2019","Hombres","Iztacalco","35-39"
"14019","2020","Hombres","Iztacalco","35-39"
"14104","2021","Hombres","Iztacalco","35-39"
"14197","2022","Hombres","Iztacalco","35-39"
"14291","2023","Hombres","Iztacalco","35-39"
"14380","2024","Hombres","Iztacalco","35-39"
"14460","2025","Hombres","Iztacalco","35-39"
"14535","2026","Hombres","Iztacalco","35-39"
"14594","2027","Hombres","Iztacalco","35-39"
"14625","2028","Hombres","Iztacalco","35-39"
"14622","2029","Hombres","Iztacalco","35-39"
"14579","2030","Hombres","Iztacalco","35-39"
"66086","2015","Hombres","Iztapalapa","35-39"
"65511","2016","Hombres","Iztapalapa","35-39"
"65338","2017","Hombres","Iztapalapa","35-39"
"65381","2018","Hombres","Iztapalapa","35-39"
"65593","2019","Hombres","Iztapalapa","35-39"
"65919","2020","Hombres","Iztapalapa","35-39"
"66286","2021","Hombres","Iztapalapa","35-39"
"66660","2022","Hombres","Iztapalapa","35-39"
"67013","2023","Hombres","Iztapalapa","35-39"
"67301","2024","Hombres","Iztapalapa","35-39"
"67525","2025","Hombres","Iztapalapa","35-39"
"67692","2026","Hombres","Iztapalapa","35-39"
"67762","2027","Hombres","Iztapalapa","35-39"
"67676","2028","Hombres","Iztapalapa","35-39"
"67414","2029","Hombres","Iztapalapa","35-39"
"66945","2030","Hombres","Iztapalapa","35-39"
"8824","2015","Hombres","La Magdalena Contreras","35-39"
"8796","2016","Hombres","La Magdalena Contreras","35-39"
"8818","2017","Hombres","La Magdalena Contreras","35-39"
"8865","2018","Hombres","La Magdalena Contreras","35-39"
"8931","2019","Hombres","La Magdalena Contreras","35-39"
"9008","2020","Hombres","La Magdalena Contreras","35-39"
"9085","2021","Hombres","La Magdalena Contreras","35-39"
"9156","2022","Hombres","La Magdalena Contreras","35-39"
"9217","2023","Hombres","La Magdalena Contreras","35-39"
"9261","2024","Hombres","La Magdalena Contreras","35-39"
"9288","2025","Hombres","La Magdalena Contreras","35-39"
"9296","2026","Hombres","La Magdalena Contreras","35-39"
"9281","2027","Hombres","La Magdalena Contreras","35-39"
"9234","2028","Hombres","La Magdalena Contreras","35-39"
"9151","2029","Hombres","La Magdalena Contreras","35-39"
"9029","2030","Hombres","La Magdalena Contreras","35-39"
"4742","2015","Hombres","Milpa Alta","35-39"
"4766","2016","Hombres","Milpa Alta","35-39"
"4815","2017","Hombres","Milpa Alta","35-39"
"4873","2018","Hombres","Milpa Alta","35-39"
"4938","2019","Hombres","Milpa Alta","35-39"
"5005","2020","Hombres","Milpa Alta","35-39"
"5069","2021","Hombres","Milpa Alta","35-39"
"5126","2022","Hombres","Milpa Alta","35-39"
"5172","2023","Hombres","Milpa Alta","35-39"
"5204","2024","Hombres","Milpa Alta","35-39"
"5221","2025","Hombres","Milpa Alta","35-39"
"5223","2026","Hombres","Milpa Alta","35-39"
"5206","2027","Hombres","Milpa Alta","35-39"
"5165","2028","Hombres","Milpa Alta","35-39"
"5099","2029","Hombres","Milpa Alta","35-39"
"5005","2030","Hombres","Milpa Alta","35-39"
"27659","2015","Hombres","Álvaro Obregón","35-39"
"27606","2016","Hombres","Álvaro Obregón","35-39"
"27714","2017","Hombres","Álvaro Obregón","35-39"
"27903","2018","Hombres","Álvaro Obregón","35-39"
